,tweet,label
8164,remember anything set mind instance always dream guy fire empty cliche,0
5486,good belly fire wake drink passion light match get work,0
1014,still enough think ever sorry,1
6318,trust god dream materialize well expect,0
1829,might something always want,1
3515,success come daily impatience decade patience,0
6927,mr marc do work hit root cause transactional relationship pattern fixmylife,0
4170,one downside popular podcast opiniongiving rather questionasking people think smart ask stuff ego like subconsciously start believe bullshit think naval call guru problem must remain student,0
3158,ancient art blaming,1
3276,want,1
6517,become angry person want shut life something go,0
7514,covid use love pipe cleaner shove nose,0
7096,iyanla anti viral mssage,0
115,might laugh deep inside hurt try get mind thing make upset pretending fine,1
5026,life change well realize know everything pretend,0
1229,everytime trust someone always break trust,1
2175,well mentor back,1
6050,ready make cat cafe ad live download,0
3380,mom facebook friends big supporter,1
3284,without download new pic like date,1
7097,iyanla anti viral mssage,0
2140,,1
6139,try sleep brain yo remember time could do well thing do well let ruminate,0
3089,head sex,1
7377,mask dis,0
1473,people look happy often sad,1
1977,cry sleep type night,1
6522,little fear address fear lie dormant call upon life confront overcome,0
8280,see bumper sticker root ticket buttigieghickenlooper,0
3509,today people want crypto worth lot dollar enough people crypto wo want dollar,0
3693,make day,0
343,people say sensitive truth feel much every word every action every energy go straight heart,1
5252,ground pull world wonder come rush in elizabeth streb ted tedtalks,0
8058,siri give muscle photoshop wait post twitter stop undo undo,0
5055,small team commit cause big achieve absolutely anything,0
5322,ny time announce shut nytnow build perfect news app turn nytimes keep nytnow app alive,0
5212,value determine set price value determine choose pay,0
3860,invest ten year ago google facebook amazon netflix tesla bitcoin one would invest hold next year,0
4421,ticket officially purchase thank guy make happen,0
7186,new mind matter meditation soothe heal mind iyanla vanzant available io android iyanla iyanlavanzant iyanlameditations mindmattersmeditations fixmylife iyanlafixmylife guidedmeditations peace healingmeditations,0
909,short temper quick reaction bullshit,1
5431,difference offering service amp willing serve include give one generous,0
5033,greatness possible believe without doubt future bright,0
7634,think president mandatory game duck duck goose oval office could get irresponsible,0
3943,yess customize jambys want pair luckiesharms eshear clemenssara doughgha tdrobbo,0
6592,today give praise thanksgiving everything let universe know ready receive,0
5511,enemy good teacher the dalai lama,0
6305,adult godgiven responsibility make sure child guide nurture protected harm,0
6840,iyanla read the prayer surrender book every day pray take iyanla daily anti viral message day originally air may,0
7641,like everyone else coronavirus regret go work white house,0
1947,want cancel plan sleep forever,1
241,really hurt care much someone get attached one day turn around leave like nothing,1
7164,process life ever guide push prepare next part process,0
7890,dc announce title next sequel joker steeper stair,0
2285,know fat please stop staring stomach,1
6387,way goodness abundance success come affair order,0
4243,anyone la mega creep selling adjustable dumbbell,0
5667,nothing beat real live human interaction join full day live amp audience decides discuss,0
5497,leader get people leader care people,0
1969,top surgery tomorrow,1
854,one million like rest,1
570,always amaze tough people get behind keyboard,1
1660,cycle able sleep every night,1
6207,always steal man wallet heart,0
6047,join avagg tweetnita adeptthebest talk favorite game live luudofest come tell u favorites play check win prize include p xbox series luudogg,0
7736,first electric guitar tbt,0
4865,first day back college esports doublelife grind consider ffing life,0
456,wish someone afraid lose always scar losing people love doubt anyone would fight keep life,1
442,sorry ca live expectation sorry ca normal like everyone else sorry good everyone else,1
3110,book good,1
4025,twitch,0
4098,state farm deep fake commercial last dance genius,0
1064,confession suicidal hell monster hurt everyone love anxiety roof deserve sorry,1
1236,apparently presence need mean invisible anyway,1
804,one ever get tired love everyone get tire wait assume hearing lie say sorry hurt,1
4796,peanut butter excite stream live,0
4060,great thread capital efficiency allstars microsoft revenue raise cisco raise craigslist rev raise veeva rev raise vmware rev raise,0
4755,class do ll stream guys think make tharja cosplay together,0
7855,time best way celebrate stpatricksday,0
3553,make content earn attention sell attention earn money spend money get time spend time making content,0
3271,back therapy tweeting instead,1
4007,interest recap well write wish could hear every listener hear every episode,0
7772,kid start say leave meeting want stop talk,0
3134,anxiety,1
7672,hard part return old life talk wear denim,0
229,need someone understand unstable sometimes alone dangerous time exactly need,1
5947,yo instagram fuck account back,0
7158,power reshape redefine experience matter devastate seem,0
7354,happy playing guy,0
4405,plus side goober get seat flight home,0
12,live depression anxiety motivation leave bed dread leave house able go unable make new friend paranoid restless mentally hurt zone lot ignore people,1
2709,obsess real pleasure,1
1592,doubt anyone would notice dead,1
1121,suicide stupid wan na know stupid hurt someone much emotionally think suicide anwer macklemore,1
2681,first reaction anything oh,1
4459,want valentine day animal cross announcement,0
1003,keep alive hard,1
3346,full emptiness fine,1
7521,never get use first lady slovenia,0
2021,sick shit,1
5109,general stanmcchrystal commander joint special operation command barackobama distinguish career want talk live life quiet service listen anywhere hear podcasts,0
3622,secret lead indicator startup fail cfo leave ceo start angel invest office snack game go shit,0
6348,everything world one time idea someone mind many good great idea lately,0
6372,iyanla read life makeover cheryl richardson take iyanla daily anti viral message day originally air july,0
7611,happy halloween second scariest day week,0
1015,felt much start feel nothing,1
246,sad reason bad sad reason absolutely nothing make feel well,1
6427,label feeling good bad right wrong feel feel allow pas,0
7309,ask tattoo artist design give hear insult yet brilliant idea,0
3763,lesson cold outreach right ask someone coffee quick min call bad pick brain brain picker stay away example cousin hustle amp get connect chamath,0
1344,everyone get tire,1
8238,cut back meat intake god turn gigantic condescending vegan,0
2632,zodiac sign cancer,1
5556,everyone someone son daughter leader like parent responsible precious life eatlast,0
1895,sorry go missing day depress even tweet,1
1633,fat get fatter oh god gain weight laugh smile although hurt much inside,1
4221,think thing miss prepandemic friend hug really miss platonic affection dog get sick,0
991,never shock people let nowadays hate fact put position let first place,1
7364,likely ruin fan mohammed dj career result interview least figured dj name,0
